claim_id,bangla_claim,gold_evidence_ids,bge_hit@10,labse_hit@10,bge_top10,labse_top10
C0331,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) আমাদের বলতেন, যখন কোনো নারী প্রসবের সময় আসে, তখন তার জন্য পানি ঢালতে।","['bukhari_5724', 'muslim_5757', 'muslim_1563', 'muslim_4573', 'muslim_4834']",False,True,"['bukhari_227', 'bukhari_307', 'bukhari_222', 'bukhari_315', 'bukhari_331', 'bukhari_3328', 'bukhari_314', 'bukhari_217', 'bukhari_224', 'bukhari_257']","['bukhari_5724', 'bukhari_307', 'bukhari_3328', 'bukhari_877', 'bukhari_282', 'bukhari_1253', 'bukhari_6121', 'bukhari_3014', 'bukhari_130', 'bukhari_865']"
C0335,"রাসূলুল্লাহ (সা.) বলেছেন, আল্লাহ যা নেন এবং যা দেন, সবকিছু আল্লাহর হাতে এবং সবকিছুর জন্য একটি নির্দিষ্ট সময় রয়েছে। তিনি আমাদের ধৈর্য ধরতে এবং আল্লাহর কাছে প্রতীক্ষা করতে বলেছেন। যখন তিনি এক শিশুকে কোলে নিলেন, তখন তিনি কাঁদলেন এবং বললেন, এটি আল্লাহর রহমত, যা তিনি মানবজাতির মধ্যে রেখেছেন।","['bukhari_7448', 'muslim_2135', 'bukhari_1284', 'bukhari_5655', 'muslim_949']",False,True,"['bukhari_6602', 'bukhari_4694', 'bukhari_3333', 'bukhari_2605', 'bukhari_6600', 'bukhari_6599', 'bukhari_1424', 'bukhari_1145', 'bukhari_709', 'bukhari_4670']","['bukhari_5655', 'bukhari_6655', 'bukhari_6328', 'bukhari_935', 'bukhari_7381', 'bukhari_6344', 'bukhari_831', 'bukhari_7377', 'bukhari_2995', 'bukhari_1284']"
C0338,"আমি শুনেছি, তিনি সকালে পানি চেয়েছিলেন এবং একজন ছেলে তাকে একটি পাত্রে পানি এনে দিয়েছিল। তিনি ডান হাতে পানি নিয়ে বাম হাতে ঢেলে তিনবার হাত ধোয়ার পর, ডান হাতে পানি নিয়ে তিনবার মুখে গুলে এবং তিনবার নাকের মধ্যে পানি টেনে নেন। এরপর তিনি মাথার সামনে এবং পেছনে একবার হাত বুলিয়ে নেন।","['bukhari_192', 'muslim_555', 'bukhari_1934', 'muslim_539', 'muslim_559']",False,True,"['bukhari_257', 'bukhari_191', 'bukhari_188', 'bukhari_196', 'bukhari_254', 'bukhari_248', 'bukhari_197', 'bukhari_200', 'bukhari_276', 'bukhari_3575']","['bukhari_199', 'bukhari_192', 'bukhari_186', 'bukhari_159', 'bukhari_197', 'bukhari_265', 'bukhari_164', 'bukhari_191', 'bukhari_185', 'bukhari_248']"
C0348,"আয়েশা বলেছেন, রাসূলুল্লাহ (সা.)-এর সময় সূর্যগ্রহণের সময় সবাইকে একত্রিত হয়ে নামাজ পড়ার জন্য ডাকা হয়েছিল। তখন তিনি আমাদের সাথে চার রাকাত নামাজ পড়েন, যা দুই রাকাতের মধ্যে চার সিজদা ছিল।","['muslim_2092', 'muslim_2094', 'muslim_2093', 'muslim_2091', 'muslim_2111']",True,False,"['bukhari_1064', 'bukhari_5785', 'bukhari_1062', 'bukhari_1051', 'bukhari_6310', 'bukhari_715', 'bukhari_1162', 'muslim_909', 'muslim_2093', 'bukhari_562']","['bukhari_784', 'bukhari_1108', 'bukhari_898', 'bukhari_1164', 'bukhari_941', 'bukhari_1107', 'bukhari_1134', 'bukhari_1045', 'bukhari_1080', 'bukhari_619']"
C0353,"আমার বোন নাজর দিয়েছে যে, সে আল্লাহর ঘরে হাঁটবে। সে আমাকে নবীকে জিজ্ঞেস করতে বলেছিল, নবী বলেছেন, তাকে হাঁটতে হবে এবং চাইলে সে চড়েও যেতে পারে।","['muslim_4250', 'bukhari_1866', 'muslim_4294', 'muslim_3588', 'muslim_6290']",False,True,"['bukhari_5793', 'bukhari_1865', 'bukhari_515', 'muslim_666', 'bukhari_6275', 'bukhari_1943', 'bukhari_686', 'muslim_698', 'bukhari_874', 'bukhari_7171']","['bukhari_1866', 'muslim_4250', 'bukhari_1862', 'bukhari_686', 'muslim_1496', 'bukhari_4401', 'bukhari_7220', 'bukhari_3061', 'muslim_3670', 'bukhari_1466']"
C0366,"আমি শুনেছি, রাসূলুল্লাহ (সা.) হজের জন্য মক্কায় যাওয়ার সময় যাদের কাছে কোরবানির পশু ছিল না, তাদেরকে তাওয়াফ করার পর হালাল হওয়ার নির্দেশ দিয়েছিলেন। এছাড়া, তিনি ঈদের দিন তাঁর স্ত্রীদের জন্য গরুর মাংস কোরবানি করেছিলেন।","['bukhari_1720', 'bukhari_2952', 'muslim_2925', 'bukhari_1709', 'muslim_2919']",False,True,"['muslim_1227', 'bukhari_2980', 'bukhari_4226', 'bukhari_4215', 'bukhari_5559', 'muslim_1241', 'bukhari_1085', 'bukhari_5455', 'muslim_1974', 'bukhari_5424']","['bukhari_1709', 'bukhari_1720', 'bukhari_2952', 'bukhari_2069', 'bukhari_5566', 'bukhari_3816', 'bukhari_2317', 'bukhari_5115', 'bukhari_316', 'muslim_1676']"
C0398,"একজন আরব ব্যক্তি নবী মুহাম্মদ (সা.)-এর কাছে এসে জানতে চেয়েছিল, আল্লাহ কী কী নামাজ ফরজ করেছেন। নবী (সা.) তাকে পাঁচটি নামাজের কথা বলেছিলেন এবং বলেছিলেন, যদি কেউ অতিরিক্ত কিছু করতে চায়, তবে করতে পারে। এরপর তিনি রোজা ও জাকাতের ফরজ বিষয়গুলোও জানতে চেয়েছিলেন। নবী (সা.) সেগুলোও তাকে জানিয়ে দেন। সেই ব্যক্তি বলেছিল, তিনি ফরজের বাইরে কিছু করবেন না এবং নবী (সা.) বলেছিলেন, ""যদি সে সত্যি হয়, তবে সে সফল হবে।""","['bukhari_6956', 'bukhari_1891', 'muslim_100', 'muslim_104', 'bukhari_2678']",False,True,"['bukhari_7249', 'bukhari_6310', 'bukhari_7301', 'bukhari_1123', 'bukhari_1226', 'bukhari_715', 'bukhari_2445', 'muslim_1015', 'bukhari_562', 'bukhari_404']","['bukhari_2678', 'bukhari_365', 'bukhari_5983', 'bukhari_935', 'bukhari_46', 'bukhari_1891', 'bukhari_6956', 'bukhari_2964', 'bukhari_1397', 'bukhari_990']"
C0419,"হযরত হুযায়ফা (রা) বলেছেন, আল্লাহ তাআলা নবি (সা) কে কুরআন গাওয়ার অনুমতি দিয়েছেন।","['muslim_1845', 'muslim_1849', 'muslim_1847', 'bukhari_7482', 'bukhari_5024']",True,False,"['bukhari_7527', 'bukhari_5427', 'muslim_772', 'bukhari_5024', 'muslim_549', 'bukhari_4937', 'muslim_2516', 'muslim_653', 'bukhari_5223', 'bukhari_1222']","['muslim_4016', 'muslim_1417', 'muslim_5837', 'bukhari_6963', 'bukhari_1136', 'muslim_6342', 'muslim_4839', 'muslim_3818', 'muslim_6996', 'bukhari_2976']"
C0439,"নবী মুহাম্মদ (সা.) বলেছেন, যে ব্যক্তি জানাজার নামাজ পড়বে, তার জন্য এক কিরাত এবং যে জানাজায় উপস্থিত থেকে দাফন পর্যন্ত থাকবে, তার জন্য দুই কিরাত রয়েছে। তিনি আরও বলেছেন, কিরাত উঁচু মূল্যবান।","['muslim_2196', 'muslim_2189', 'muslim_2193', 'muslim_2192', 'bukhari_1325']",False,True,"['bukhari_4937', 'bukhari_1170', 'bukhari_651', 'bukhari_1324', 'bukhari_1323', 'muslim_662', 'bukhari_1334', 'bukhari_6514', 'muslim_1820', 'bukhari_444']","['bukhari_47', 'bukhari_472', 'bukhari_990', 'bukhari_651', 'bukhari_995', 'bukhari_1325', 'bukhari_477', 'bukhari_473', 'bukhari_1115', 'bukhari_1116']"
C0471,"আমি শুনেছি, রাসূলুল্লাহ (সা.) বলেছেন যে, তিনি বনী তামিমের সম্পর্কে তিনটি বিশেষ কথা বলেছেন।","['muslim_6452', 'muslim_6451', 'muslim_6453', 'bukhari_4366', 'bukhari_2543']",True,False,"['bukhari_2858', 'bukhari_2333', 'bukhari_254', 'muslim_764', 'muslim_2182', 'bukhari_4366', 'muslim_7424', 'muslim_3299', 'bukhari_2227', 'bukhari_1908']","['muslim_4406', 'muslim_7384', 'bukhari_2858', 'muslim_5694', 'bukhari_5910', 'bukhari_7222', 'bukhari_7223', 'bukhari_764', 'muslim_2672', 'bukhari_1604']"
C0483,"রাসূলুল্লাহ (সা.) বলেছেন, ""আকিল কি আমাদের জন্য মক্কায় কোনো বাড়ি বা সম্পত্তি রেখে গেছে?"" কারণ আকিল ও তালিব ছিলেন কাফির এবং তারা আবু তালিবের সম্পত্তি উত্তরাধিকারী হয়েছিলেন, কিন্তু জাফর ও আলী কিছুই পাননি কারণ তারা মুসলিম ছিলেন। عمر বলতেন, ""বিশ্বাসী কাফিরের থেকে কিছু পায় না।""","['muslim_3294', 'bukhari_1588', 'bukhari_4282', 'bukhari_4283', 'muslim_3296']",False,True,"['muslim_1758', 'bukhari_2757', 'bukhari_6764', 'muslim_1614', 'bukhari_4036', 'bukhari_4035', 'bukhari_6067', 'bukhari_3502', 'bukhari_2398', 'bukhari_6741']","['bukhari_1588', 'bukhari_6725', 'bukhari_6726', 'bukhari_4283', 'bukhari_4282', 'bukhari_3712', 'bukhari_3711', 'bukhari_4036', 'bukhari_4035', 'bukhari_3502']"
C0484,"রাসূলুল্লাহ (সা.) বলেছেন, আল্লাহ আমাদের জন্য শুক্রবারকে নির্ধারণ করেছেন, যখন আগে যারা ছিল তাদের জন্য শনিবার ছিল ইহুদিদের এবং রবিবার ছিল খ্রিস্টানদের। আল্লাহ আমাদেরকে শুক্রবারের হেদায়েত দিয়েছেন এবং কিয়ামতের দিন আমরা শেষ জাতি হবে।","['muslim_1982', 'muslim_1980', 'muslim_7054', 'muslim_1978', 'muslim_7015']",False,True,"['bukhari_3486', 'bukhari_3487', 'bukhari_876', 'bukhari_238', 'bukhari_6624', 'bukhari_7037', 'bukhari_7036', 'bukhari_7516', 'bukhari_7496', 'bukhari_7495']","['bukhari_876', 'bukhari_3487', 'bukhari_3486', 'bukhari_896', 'bukhari_897', 'muslim_1980', 'muslim_1978', 'muslim_1982', 'bukhari_3943', 'bukhari_6328']"
C0490,"একজন ব্যক্তি নবী (সা.)-এর কাছে এসে বললেন, ""আমি অসুস্থ, আমাকে সাহায্য করুন।"" তখন নবী (সা.) বললেন, ""আমার কাছে কিছু নেই।"" এরপর একজন বললেন, ""হে রাসূলুল্লাহ, আমি তাকে সাহায্য করার জন্য কাউকে দেখাতে পারি।"" নবী (সা.) তখন বললেন, ""যে কাউকে ভালো কাজের দিকে নির্দেশ করে, তার জন্য সেই কাজ করার মতোই পুরস্কার থাকবে।""","['muslim_4899', 'muslim_5359', 'muslim_7007', 'muslim_4431', 'muslim_4265']",False,True,"['muslim_2627', 'bukhari_6028', 'bukhari_6441', 'bukhari_1424', 'bukhari_7164', 'bukhari_7476', 'bukhari_1445', 'bukhari_1419', 'bukhari_1411', 'bukhari_7120']","['bukhari_7294', 'bukhari_3693', 'muslim_2603', 'bukhari_6822', 'bukhari_5087', 'bukhari_5030', 'bukhari_4889', 'bukhari_6326', 'bukhari_1536', 'muslim_4899']"
C0491,"নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন, ""এটি এবং এটি সমান।""","['bukhari_6895', 'muslim_5312', 'muslim_4739', 'muslim_3877', 'muslim_4063']",True,False,"['bukhari_6895', 'bukhari_4898', 'bukhari_221', 'bukhari_1908', 'bukhari_7381', 'bukhari_1527', 'bukhari_6418', 'muslim_2413', 'bukhari_6503', 'bukhari_3443']","['bukhari_5301', 'muslim_5921', 'bukhari_1908', 'bukhari_6503', 'bukhari_5109', 'bukhari_2546', 'bukhari_475', 'muslim_2509', 'bukhari_4936', 'muslim_7346']"
C0505,"আমি শুনেছি যে, সাহল বিন সাদ বলেছেন, নবী মুহাম্মদ (সা.) জীবদ্দশায় কখনো নকী (ছাঁকা) খাবার খাননি। তিনি বলেন, আমাদের কাছে তখন নকী করার যন্ত্রও ছিল না, তাই আমরা যবকে পিষে বাতাসে উড়িয়ে খেতাম।","['bukhari_5413', 'muslim_1562', 'muslim_4669', 'muslim_6966', 'muslim_3743']",False,True,"['bukhari_5415', 'bukhari_5398', 'bukhari_5409', 'bukhari_3563', 'bukhari_5386', 'bukhari_1719', 'bukhari_5457', 'bukhari_6450', 'bukhari_5456', 'bukhari_210']","['bukhari_5413', 'bukhari_4058', 'bukhari_5410', 'muslim_5400', 'bukhari_7150', 'bukhari_953', 'bukhari_5398', 'bukhari_2828', 'bukhari_1491', 'bukhari_1719']"
C0516,"আমি শুনেছি যে আবু তালিব বলেছেন, যখন নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম আকাশ থেকে বৃষ্টি প্রার্থনা করছিলেন, তখন তাঁর মুখের দিকে তাকালে মনে হচ্ছিল যেন সমস্ত জলধারা প্রবাহিত হচ্ছে। তাঁর মুখের সৌন্দর্য এতটাই ছিল যে তা এতিমদের জন্য আশ্রয় এবং বিধবাদের জন্য নিরাপত্তা প্রদান করে।","['bukhari_1008', 'bukhari_1009', 'muslim_1449', 'muslim_6095', 'muslim_4653']",False,True,"['bukhari_1023', 'bukhari_1024', 'bukhari_3206', 'bukhari_1012', 'bukhari_669', 'muslim_428', 'bukhari_1026', 'bukhari_1010', 'muslim_698', 'bukhari_3710']","['bukhari_1009', 'bukhari_1008', 'bukhari_1382', 'muslim_1058', 'bukhari_3664', 'bukhari_6356', 'bukhari_7021', 'bukhari_4075', 'bukhari_7347', 'muslim_788']"
C0534,"নবী মুহাম্মদ (সা.) বলেছেন, আমাদের একবার খায়বারের যুদ্ধে মাংস খাওয়ার সময় তিনি ঘোষণা করেছিলেন যে, ঘোড়ার মাংস খাওয়া নিষেধ। তিনি বলেছিলেন, কারণ তারা মল খায়।","['muslim_5010', 'muslim_5011', 'bukhari_3155', 'bukhari_4220', 'muslim_5017']",False,True,"['bukhari_5115', 'bukhari_5526', 'bukhari_5525', 'bukhari_5524', 'bukhari_5521', 'bukhari_5522', 'bukhari_4218', 'bukhari_4227', 'bukhari_4217', 'bukhari_5523']","['bukhari_3155', 'bukhari_4226', 'bukhari_4217', 'bukhari_5115', 'bukhari_5524', 'bukhari_853', 'bukhari_5522', 'bukhari_5520', 'bukhari_5398', 'bukhari_5541']"
C0535,নবী (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) একজন মৃতের জন্য দাফনের পর নামাজ পড়েছিলেন।,"['muslim_2211', 'muslim_7418', 'bukhari_1340', 'muslim_3728', 'muslim_7502']",True,False,"['bukhari_1340', 'bukhari_332', 'bukhari_4085', 'bukhari_1331', 'bukhari_2295', 'bukhari_3881', 'muslim_955', 'bukhari_3879', 'bukhari_1321', 'bukhari_1334']","['bukhari_3877', 'bukhari_1225', 'bukhari_957', 'bukhari_925', 'bukhari_689', 'bukhari_643', 'bukhari_1247', 'bukhari_1245', 'bukhari_5546', 'bukhari_618']"
C0556,"রাসূলুল্লাহ (সা.) বলেছিলেন যে, যারা ইসলামের পথে এসেছে তাদেরকে কুফফারদের কাছে ফিরে যাওয়া উচিত নয় এবং মুসলমানদের উচিত তাদের স্ত্রীদের জন্য যে খরচ হয়েছে তা ফেরত দেওয়া। উমর (রা.) দুইটি স্ত্রীকে তালাক দিয়েছিলেন এবং পরে তাদেরকে অন্যদের সাথে বিয়ে করেছিলেন।","['bukhari_2733', 'bukhari_4182', 'muslim_4440', 'muslim_4612', 'muslim_4588']",False,True,"['bukhari_1804', 'bukhari_6601', 'bukhari_6834', 'bukhari_5264', 'bukhari_5269', 'bukhari_7469', 'bukhari_5251', 'bukhari_5119', 'bukhari_2660', 'bukhari_5090']","['bukhari_4908', 'bukhari_2733', 'bukhari_4182', 'bukhari_2290', 'bukhari_5205', 'bukhari_7160', 'bukhari_1860', 'bukhari_1862', 'bukhari_2139', 'bukhari_3775']"
C0561,"নবী মুহাম্মদ (সা.) মারা যাওয়ার পর আবু বকর (রা.) ঘোষণা করেছিলেন যে, যাদের নবীর কাছে কিছু পাওনা ছিল, তারা যেন তার কাছে আসেন। জাবির (রা.) বলেছিলেন যে, নবী (সা.) তাকে তিনবার কিছু দেওয়ার প্রতিশ্রুতি দিয়েছিলেন এবং তিনি তিনবার পাঁচশত করে টাকা পেয়েছিলেন।","['bukhari_2683', 'muslim_6023', 'muslim_6024', 'bukhari_2296', 'muslim_2304']",False,True,"['bukhari_2598', 'muslim_1631', 'bukhari_6763', 'bukhari_5371', 'bukhari_7186', 'muslim_1702', 'bukhari_2625', 'bukhari_6441', 'bukhari_1178', 'bukhari_6735']","['bukhari_2683', 'bukhari_2598', 'bukhari_2396', 'bukhari_2296', 'bukhari_7186', 'muslim_370', 'bukhari_701', 'bukhari_4672', 'bukhari_7220', 'bukhari_641']"
C0582,"নবী মুহাম্মদ (সা.) কৃষি জমি ভাড়া দেওয়া থেকে নিষেধ করেছেন। আমি সালেমকে জিজ্ঞেস করলাম, তুমি কি ভাড়া দাও? তিনি বললেন, হ্যাঁ, কারণ এতে তার জন্য বেশি লাভ হয়।","['bukhari_4012', 'bukhari_4013', 'muslim_3940', 'muslim_3938', 'muslim_3944']",False,True,"['bukhari_2342', 'bukhari_2345', 'bukhari_2722', 'bukhari_2327', 'bukhari_2341', 'bukhari_2340', 'bukhari_2332', 'bukhari_2634', 'bukhari_2330', 'bukhari_2632']","['bukhari_2342', 'bukhari_4013', 'bukhari_4012', 'bukhari_2286', 'bukhari_2285', 'bukhari_2330', 'bukhari_2499', 'bukhari_5850', 'bukhari_2720', 'bukhari_2636']"
C0585,"নবী (সা.) বলেছেন, যখন লোকেরা তাদের খাবার কমিয়ে ফেলেছিল, তখন তিনি তাদেরকে বলেছিলেন যে, তারা যেন তাদের অতিরিক্ত খাবার নিয়ে আসে। এরপর তিনি সেই খাবারগুলো একত্রিত করে সবাইকে খাওয়ানোর ব্যবস্থা করেছিলেন।","['bukhari_2484', 'bukhari_2982', 'muslim_139', 'muslim_5316', 'muslim_7356']",False,True,"['bukhari_1924', 'bukhari_5459', 'bukhari_2486', 'bukhari_1933', 'bukhari_5460', 'bukhari_6669', 'muslim_2500', 'bukhari_2557', 'bukhari_1922', 'muslim_1095']","['bukhari_2982', 'bukhari_2484', 'bukhari_4633', 'bukhari_3378', 'bukhari_2486', 'bukhari_2576', 'bukhari_2123', 'bukhari_2124', 'muslim_1950', 'bukhari_2198']"
C0600,"নবীজি (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছিলেন, যদি কারও মাথায় কিছু সমস্যা হয়, তাহলে তাকে মাথা কামাতে হবে। তিনি আমাকে বললেন, তিন দিন রোজা রাখো, অথবা ছয়টি গরিবকে কিছু দান করো, অথবা তোমার সাধ্য অনুযায়ী কুরবানী করো।","['muslim_2880', 'bukhari_1815', 'muslim_2879', 'muslim_2883', 'muslim_2881']",False,True,"['bukhari_1814', 'bukhari_6708', 'bukhari_5703', 'bukhari_809', 'bukhari_256', 'bukhari_4190', 'bukhari_6235', 'bukhari_1981', 'bukhari_84', 'muslim_238']","['bukhari_1815', 'bukhari_1814', 'bukhari_4190', 'muslim_2880', 'bukhari_6956', 'bukhari_5703', 'bukhari_2678', 'bukhari_1891', 'bukhari_1817', 'bukhari_6022']"
C0611,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, আল্লাহ একজন ব্যক্তির মুখকে গাধার মুখে পরিণত করবেন।","['muslim_965', 'muslim_2853', 'muslim_5552', 'bukhari_691', 'muslim_5031']",False,True,"['bukhari_4073', 'bukhari_6058', 'bukhari_7179', 'bukhari_717', 'bukhari_5933', 'bukhari_5347', 'bukhari_5789', 'bukhari_2387', 'bukhari_5937', 'muslim_2118']","['bukhari_6625', 'bukhari_406', 'bukhari_5788', 'bukhari_691', 'bukhari_4644', 'bukhari_6269', 'bukhari_6864', 'bukhari_2826', 'bukhari_6523', 'bukhari_877']"
C0619,"আমরা যখন উমরের কাছে বসেছিলাম, তিনি বললেন, ""নবী (সা.) বলেছেন যে, মানুষের জন্য ফিতনা তার পরিবার, সম্পদ, সন্তান এবং প্রতিবেশীর মধ্যে থাকে, যা নামাজ, দান, ভালো কাজের আদেশ এবং মন্দ থেকে নিষেধ করার মাধ্যমে দূর করা যায়।"" উমর আরও জানতে চাইলেন যে, সেই ফিতনা কি সমুদ্রের ঢেউয়ের মতো হবে। তখন বলা হলো, ""না, আপনার জন্য এতে কোনো ভয় নেই, কারণ আপনার এবং এর মধ্যে একটি বন্ধ দরজা আছে।"" উমর জানতে চাইলেন, ""দরজাটি কি ভাঙা হবে, না খোলা হবে?"" উত্তরে বলা হলো, ""এটি ভাঙা হবে।"" উমর বললেন, ""তাহলে এটি কখনো বন্ধ হবে না।""","['muslim_7268', 'bukhari_7096', 'bukhari_525', 'bukhari_3586', 'bukhari_1435']",False,True,"['bukhari_4697', 'bukhari_5644', 'muslim_1381', 'muslim_2622', 'bukhari_3216', 'bukhari_69', 'bukhari_6810', 'bukhari_7538', 'bukhari_1867', 'bukhari_2613']","['muslim_7268', 'bukhari_1895', 'bukhari_2772', 'bukhari_7096', 'bukhari_525', 'bukhari_396', 'bukhari_395', 'bukhari_5588', 'bukhari_2764', 'bukhari_1646']"
C0621,"আল্লাহর রাসূল (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, যদি তুমি তোমার ভাইয়ের কাছ থেকে ফল বিক্রি করো এবং তা ক্ষতিগ্রস্ত হয়, তাহলে তোমার জন্য তার থেকে কিছু নেওয়া বৈধ নয়। তোমার ভাইয়ের সম্পদ অন্যায়ভাবে নেওয়া উচিত নয়।","['muslim_3975', 'muslim_6023', 'muslim_3977', 'muslim_5063', 'muslim_7502']",False,True,"['bukhari_2139', 'bukhari_2160', 'bukhari_6727', 'bukhari_2177', 'bukhari_2140', 'bukhari_2194', 'bukhari_2126', 'bukhari_3096', 'bukhari_2165', 'bukhari_2680']","['bukhari_2139', 'muslim_3975', 'bukhari_2199', 'bukhari_2460', 'bukhari_2160', 'bukhari_2415', 'bukhari_2379', 'bukhari_4644', 'bukhari_5238', 'bukhari_6625']"
C0628,"আমার চাচা বলেছিলেন, তিনি বদর যুদ্ধে উপস্থিত ছিলেন না এবং আল্লাহর কাছে প্রার্থনা করেছিলেন যে, যদি তিনি নবী (সা.) এর সাথে যুদ্ধ করতে পারেন, তবে আল্লাহ তাকে দেখাবেন কীভাবে তিনি লড়াই করেন। পরে উহুদ যুদ্ধে তিনি সাহসিকতার সাথে অংশ নেন এবং বলেন, ""হে আল্লাহ, আমি মুসলমানদের কাজের জন্য তোমার কাছে দুঃখ প্রকাশ করছি এবং মুশরিকদের থেকে নিজেকে মুক্ত করছি।"" তিনি যুদ্ধ করতে গিয়ে শহীদ হন এবং তার বোন তাকে চিনতে পারেন তার শরীরে থাকা আঘাতের কারণে।","['bukhari_4048', 'bukhari_2805', 'bukhari_2806', 'muslim_4918', 'muslim_5948']",False,True,"['bukhari_4054', 'bukhari_3970', 'muslim_1787', 'bukhari_3126', 'bukhari_4021', 'bukhari_4589', 'muslim_1743', 'bukhari_7226', 'bukhari_3130', 'bukhari_2972']","['bukhari_4048', 'bukhari_2915', 'bukhari_3988', 'bukhari_2708', 'bukhari_2601', 'bukhari_3004', 'bukhari_1293', 'bukhari_7095', 'bukhari_4875', 'bukhari_4640']"
C0635,আমি দেখেছি যে নবী (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) তাঁর পাগড়ি এবং মোজা উপর হাত বুলাচ্ছেন।,"['bukhari_205', 'muslim_634', 'muslim_3061', 'muslim_4646', 'muslim_5926']",False,True,"['bukhari_405', 'bukhari_6272', 'bukhari_1621', 'bukhari_5437', 'bukhari_5517', 'bukhari_6702', 'bukhari_417', 'bukhari_836', 'bukhari_388', 'bukhari_6341']","['bukhari_205', 'bukhari_3749', 'bukhari_736', 'muslim_4318', 'bukhari_6265', 'muslim_1417', 'bukhari_475', 'bukhari_5797', 'bukhari_4936', 'bukhari_749']"
C0652,"কুরাইশ আমাকে রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) এর কাছে পাঠিয়েছিল। আমি যখন তাঁকে দেখলাম, তখন আমার মনে ইসলাম প্রবাহিত হলো এবং আমি বললাম, ""হে রাসূল, আমি আর তাদের কাছে ফিরে যাব না।"" রাসূল (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বললেন, ""আমি প্রতিশ্রুতি ভঙ্গ করি না, তবে তুমি ফিরে যাও। যদি তোমার মনে সত্যিই ইসলাম গ্রহণের ইচ্ছা থাকে, তবে ফিরে আসো।"" এরপর আমি ফিরে এসে ইসলাম গ্রহণ করলাম।","['muslim_4264', 'muslim_147', 'muslim_4678', 'muslim_6396', 'muslim_4622']",False,True,"['bukhari_3146', 'bukhari_41', 'bukhari_20', 'bukhari_3116', 'bukhari_285', 'bukhari_3822', 'muslim_3257', 'bukhari_6126', 'bukhari_7322', 'bukhari_7157']","['bukhari_4904', 'bukhari_4177', 'bukhari_4901', 'bukhari_4900', 'bukhari_283', 'bukhari_4833', 'bukhari_1559', 'bukhari_4647', 'muslim_4264', 'bukhari_1217']"
C0658,"আমি শুনেছি যে রাসূলুল্লাহ (সা.) বলেছেন, একবার তিনি কিছু সময়ের জন্য ওহী থেকে বিরত ছিলেন এবং যখন তিনি হাঁটছিলেন, তখন তিনি ভয় পেয়ে মাটিতে পড়ে গিয়েছিলেন। এরপর আবার ওহী আসতে শুরু করে।","['muslim_407', 'muslim_406', 'bukhari_4926', 'bukhari_3238', 'bukhari_6214']",False,True,"['bukhari_1124', 'bukhari_5789', 'bukhari_732', 'bukhari_163', 'muslim_341', 'bukhari_1130', 'bukhari_5289', 'bukhari_491', 'muslim_898', 'bukhari_2972']","['bukhari_3238', 'bukhari_4954', 'bukhari_4', 'bukhari_1212', 'bukhari_4926', 'bukhari_4925', 'bukhari_4952', 'muslim_2096', 'bukhari_823', 'bukhari_767']"
C0679,"আমি শুনেছি যে, তিনি বলেছেন যে, তিনি কখনোই পাথরটি স্পর্শ করা থেকে বিরত হননি, সুখ-দুঃখের যেকোনো অবস্থাতেই, যেহেতু তিনি রাসূলুল্লাহ (সা.)-কে এটি স্পর্শ করতে দেখেছিলেন।","['muslim_3064', 'bukhari_1606', 'bukhari_1611', 'muslim_3065', 'muslim_3242']",True,False,"['muslim_2573', 'bukhari_1597', 'bukhari_1605', 'bukhari_156', 'bukhari_155', 'bukhari_1611', 'bukhari_285', 'bukhari_1610', 'bukhari_836', 'bukhari_1606']","['muslim_5168', 'bukhari_2828', 'bukhari_1973', 'bukhari_1097', 'bukhari_3556', 'muslim_4167', 'muslim_1223', 'muslim_3811', 'bukhari_7150', 'muslim_5496']"
C0690,"আমার এক বন্ধু বললেন, নবী মুহাম্মদ (সা.) বলেছেন যে, একজন মুসলিম নারীর জন্য তার স্বামী মারা গেলে তিন দিনের বেশি শোক পালন করা ঠিক নয়, তবে স্বামী মারা গেলে চার মাস এবং দশ দিন শোক পালন করা যায়।","['muslim_3728', 'muslim_3725', 'muslim_3726', 'muslim_3727', 'bukhari_1281']",False,True,"['bukhari_5339', 'bukhari_5340', 'muslim_1491', 'bukhari_5342', 'bukhari_5341', 'muslim_1489', 'bukhari_1279', 'bukhari_1086', 'bukhari_1907', 'bukhari_1087']","['bukhari_5339', 'bukhari_1086', 'bukhari_5342', 'muslim_6534', 'bukhari_6065', 'bukhari_5345', 'bukhari_1087', 'bukhari_1282', 'bukhari_1281', 'bukhari_5264']"
