claim_id,bangla_claim,gold_evidence_ids,translation_hit@10,bge_hit@10,translation_top10,bge_top10
C0314,"আয়েশা বলেছেন, আমরা যখন পশুর পা তুলে ধরতাম, তখন রাসূলুল্লাহ (সা.) তা খেতেন, যখন ১৫টি কোরবানির পশু উৎসর্গ করা হতো।","['bukhari_5438', 'bukhari_5423', 'muslim_5102', 'muslim_1319', 'muslim_3420']",True,False,"['bukhari_5569', 'bukhari_3085', 'muslim_1754', 'bukhari_965', 'bukhari_2488', 'bukhari_5498', 'bukhari_2507', 'bukhari_4361', 'bukhari_5438', 'bukhari_2485']","['bukhari_2485', 'bukhari_5553', 'bukhari_2980', 'bukhari_6451', 'bukhari_5517', 'bukhari_5547', 'bukhari_4472', 'bukhari_5495', 'muslim_1708', 'bukhari_5511']"
C0320,"নবী মুহাম্মদ (সা.) বলেছেন, যে কেউ তার দান ফিরিয়ে নেয়, সে যেন তার বমি ফিরিয়ে নিচ্ছে। শুধু একজন পিতামাতা তাদের সন্তানদের ক্ষেত্রে দান ফিরিয়ে নিতে পারে।","['muslim_4174', 'bukhari_2621', 'muslim_4176', 'bukhari_2622', 'bukhari_2589']",False,True,"['bukhari_2891', 'muslim_1022', 'muslim_1801', 'bukhari_2773', 'bukhari_1897', 'muslim_720', 'bukhari_1415', 'bukhari_3936', 'bukhari_2607', 'bukhari_2608']","['bukhari_2589', 'bukhari_6975', 'bukhari_2398', 'bukhari_2621', 'bukhari_2319', 'bukhari_6732', 'bukhari_5351', 'bukhari_2387', 'bukhari_1445', 'bukhari_6763']"
C0324,নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম নামাজে সংক্ষেপে কথা বলতেন এবং তা সম্পন্ন করতেন।,"['muslim_1052', 'bukhari_706', 'muslim_944', 'muslim_949', 'muslim_4669']",False,True,"['muslim_2178', 'muslim_446', 'bukhari_1301', 'muslim_405', 'bukhari_1960', 'muslim_407', 'muslim_1611', 'muslim_2722', 'bukhari_4166', 'muslim_836']","['bukhari_706', 'bukhari_642', 'bukhari_1080', 'bukhari_354', 'muslim_869', 'muslim_591', 'bukhari_491', 'muslim_243', 'bukhari_6670', 'bukhari_373']"
C0335,"রাসূলুল্লাহ (সা.) বলেছেন, আল্লাহ যা নেন এবং যা দেন, সবকিছু আল্লাহর হাতে এবং সবকিছুর জন্য একটি নির্দিষ্ট সময় রয়েছে। তিনি আমাদের ধৈর্য ধরতে এবং আল্লাহর কাছে প্রতীক্ষা করতে বলেছেন। যখন তিনি এক শিশুকে কোলে নিলেন, তখন তিনি কাঁদলেন এবং বললেন, এটি আল্লাহর রহমত, যা তিনি মানবজাতির মধ্যে রেখেছেন।","['bukhari_7448', 'muslim_2135', 'bukhari_1284', 'bukhari_5655', 'muslim_949']",True,False,"['bukhari_6655', 'bukhari_7377', 'bukhari_1284', 'muslim_565', 'muslim_125', 'muslim_924', 'bukhari_5655', 'bukhari_7448', 'muslim_1747', 'muslim_1578']","['bukhari_6602', 'bukhari_4694', 'bukhari_3333', 'bukhari_2605', 'bukhari_6600', 'bukhari_6599', 'bukhari_1424', 'bukhari_1145', 'bukhari_709', 'bukhari_4670']"
C0338,"আমি শুনেছি, তিনি সকালে পানি চেয়েছিলেন এবং একজন ছেলে তাকে একটি পাত্রে পানি এনে দিয়েছিল। তিনি ডান হাতে পানি নিয়ে বাম হাতে ঢেলে তিনবার হাত ধোয়ার পর, ডান হাতে পানি নিয়ে তিনবার মুখে গুলে এবং তিনবার নাকের মধ্যে পানি টেনে নেন। এরপর তিনি মাথার সামনে এবং পেছনে একবার হাত বুলিয়ে নেন।","['bukhari_192', 'muslim_555', 'bukhari_1934', 'muslim_539', 'muslim_559']",True,False,"['bukhari_192', 'muslim_236', 'bukhari_186', 'bukhari_274', 'muslim_542', 'bukhari_199', 'bukhari_259', 'bukhari_265', 'bukhari_3575', 'bukhari_276']","['bukhari_257', 'bukhari_191', 'bukhari_188', 'bukhari_196', 'bukhari_254', 'bukhari_248', 'bukhari_197', 'bukhari_200', 'bukhari_276', 'bukhari_3575']"
C0344,"রাসূলুল্লাহ (সা.) বলেছেন, আলহামদুলিল্লাহ, এটি কুরআনের মা এবং বইয়ের মা, এবং এটি সাতটি পুনরাবৃত্তি।","['bukhari_4704', 'bukhari_5006', 'muslim_4234', 'muslim_5322', 'bukhari_4647']",False,True,"['muslim_2491', 'muslim_2646', 'bukhari_5979', 'bukhari_5971', 'bukhari_6595', 'bukhari_1852', 'bukhari_7522', 'muslim_1022', 'muslim_1235', 'muslim_349']","['bukhari_4704', 'bukhari_6643', 'bukhari_6405', 'bukhari_6403', 'bukhari_6098', 'muslim_6974', 'bukhari_4582', 'bukhari_5013', 'bukhari_5396', 'bukhari_7372']"
C0346,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.) বলেছেন, যে কেউ শুক্রবারের জন্য আসে, তাকে গোসল করতে হবে।","['bukhari_894', 'muslim_1952', 'muslim_1951', 'bukhari_877', 'muslim_1956']",False,True,"['bukhari_1985', 'bukhari_6766', 'bukhari_6767', 'bukhari_1013', 'bukhari_5953', 'bukhari_3006', 'bukhari_3216', 'bukhari_5673', 'muslim_2712', 'bukhari_71']","['bukhari_879', 'bukhari_895', 'bukhari_2665', 'bukhari_877', 'bukhari_858', 'bukhari_910', 'bukhari_894', 'bukhari_883', 'bukhari_919', 'bukhari_898']"
C0351,"আমি শুনেছি যে, একবার একজন অসুস্থ ব্যক্তি মক্কায় ছিলেন এবং তিনি মৃত্যুর প্রান্তে পৌঁছেছিলেন। তখন নবী (সা.) তার কাছে এসে বলেছিলেন যে, তার অনেক সম্পদ আছে এবং শুধুমাত্র তার কন্যাই তার উত্তরাধিকারী হবে। তিনি নবী (সা.)-কে জিজ্ঞেস করেছিলেন যে, কি পরিমাণ সম্পদ দান করতে পারেন, কিন্তু নবী (সা.) তাকে বলেছিলেন যে, সম্পদের এক-তৃতীয়াংশও অনেক। নবী (সা.) আরও বলেছেন যে, সন্তানদের ধনী রেখে যাওয়া ভালো, যাতে তারা মানুষের কাছে হাত না বাড়ায়।","['muslim_4209', 'bukhari_6733', 'bukhari_1295', 'bukhari_6373', 'bukhari_3936']",True,False,"['bukhari_2744', 'bukhari_5668', 'bukhari_2742', 'muslim_2964', 'bukhari_4409', 'bukhari_5659', 'bukhari_6733', 'bukhari_1295', 'bukhari_3137', 'bukhari_6427']","['bukhari_4577', 'muslim_1758', 'muslim_1036', 'bukhari_6727', 'bukhari_2748', 'bukhari_5651', 'bukhari_2398', 'bukhari_2773', 'bukhari_7180', 'bukhari_5676']"
C0356,নামাজের সময় কোমর বাঁকানো থেকে নিষেধ করা হয়েছে।,"['bukhari_1219', 'muslim_2247', 'muslim_5165', 'muslim_5164', 'bukhari_1220']",False,True,"['bukhari_4208', 'bukhari_1846', 'bukhari_361', 'bukhari_5818', 'muslim_498', 'bukhari_7008', 'muslim_825', 'bukhari_3108', 'bukhari_5808', 'bukhari_5295']","['bukhari_1219', 'bukhari_809', 'bukhari_359', 'muslim_545', 'bukhari_1220', 'bukhari_1991', 'bukhari_1992', 'bukhari_1629', 'muslim_825', 'bukhari_5819']"
C0357,"নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন, তিনি যখন নামাজে ছিলেন, তখন শিশুদের কান্না শুনে তিনি নামাজকে দ্রুত শেষ করতেন যাতে তার মা উদ্বিগ্ন না হন।","['bukhari_868', 'bukhari_709', 'muslim_1056', 'bukhari_707', 'bukhari_708']",False,True,"['muslim_498', 'bukhari_6230', 'bukhari_3436', 'bukhari_6316', 'bukhari_6394', 'bukhari_1120', 'bukhari_5', 'bukhari_2482', 'muslim_2491', 'bukhari_482']","['bukhari_710', 'bukhari_868', 'bukhari_709', 'bukhari_707', 'bukhari_635', 'muslim_2367', 'bukhari_636', 'bukhari_753', 'bukhari_6670', 'bukhari_708']"
C0362,"নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন, প্রতিটি নবীর একজন সহচর থাকে এবং সেই সহচর হলেন জুবায়ের বিন আওয়াম।","['bukhari_3719', 'bukhari_2847', 'muslim_6243', 'bukhari_4113', 'bukhari_2997']",False,True,"['bukhari_1664', 'bukhari_7254', 'bukhari_3546', 'bukhari_5984', 'bukhari_4023', 'bukhari_6253', 'bukhari_3139', 'bukhari_725', 'bukhari_7195', 'bukhari_1120']","['bukhari_3719', 'bukhari_2847', 'bukhari_2846', 'bukhari_6021', 'bukhari_7255', 'bukhari_7474', 'bukhari_2997', 'bukhari_1401', 'bukhari_4981', 'bukhari_6966']"
C0366,"আমি শুনেছি, রাসূলুল্লাহ (সা.) হজের জন্য মক্কায় যাওয়ার সময় যাদের কাছে কোরবানির পশু ছিল না, তাদেরকে তাওয়াফ করার পর হালাল হওয়ার নির্দেশ দিয়েছিলেন। এছাড়া, তিনি ঈদের দিন তাঁর স্ত্রীদের জন্য গরুর মাংস কোরবানি করেছিলেন।","['bukhari_1720', 'bukhari_2952', 'muslim_2925', 'bukhari_1709', 'muslim_2919']",True,False,"['muslim_1227', 'bukhari_2952', 'bukhari_1572', 'bukhari_1691', 'bukhari_1561', 'bukhari_1708', 'bukhari_1709', 'bukhari_1651', 'bukhari_2469', 'bukhari_976']","['muslim_1227', 'bukhari_2980', 'bukhari_4226', 'bukhari_4215', 'bukhari_5559', 'muslim_1241', 'bukhari_1085', 'bukhari_5455', 'muslim_1974', 'bukhari_5424']"
C0369,"আয়েশা বলেছেন, তিনি রাসূলুল্লাহ (সা.)-কে বলতে শুনেছেন যে, হাত কাটা যাবে শুধু তখনই, যখন চুরি করা জিনিসের মূল্য এক চতুর্থাংশ দিরহামের বেশি হবে।","['muslim_4401', 'muslim_4402', 'muslim_4400', 'bukhari_6789', 'muslim_3737']",False,True,"['muslim_1489', 'bukhari_6980', 'muslim_3725', 'muslim_3726', 'muslim_3727', 'bukhari_6530', 'muslim_114', 'bukhari_3074', 'bukhari_4811', 'bukhari_1564']","['bukhari_6789', 'bukhari_6790', 'bukhari_6791', 'bukhari_6794', 'bukhari_6783', 'bukhari_6798', 'bukhari_6796', 'bukhari_6797', 'bukhari_6795', 'bukhari_6792']"
C0398,"একজন আরব ব্যক্তি নবী মুহাম্মদ (সা.)-এর কাছে এসে জানতে চেয়েছিল, আল্লাহ কী কী নামাজ ফরজ করেছেন। নবী (সা.) তাকে পাঁচটি নামাজের কথা বলেছিলেন এবং বলেছিলেন, যদি কেউ অতিরিক্ত কিছু করতে চায়, তবে করতে পারে। এরপর তিনি রোজা ও জাকাতের ফরজ বিষয়গুলোও জানতে চেয়েছিলেন। নবী (সা.) সেগুলোও তাকে জানিয়ে দেন। সেই ব্যক্তি বলেছিল, তিনি ফরজের বাইরে কিছু করবেন না এবং নবী (সা.) বলেছিলেন, ""যদি সে সত্যি হয়, তবে সে সফল হবে।""","['bukhari_6956', 'bukhari_1891', 'muslim_100', 'muslim_104', 'bukhari_2678']",True,False,"['bukhari_2678', 'bukhari_46', 'bukhari_6956', 'bukhari_4777', 'bukhari_401', 'muslim_3005', 'bukhari_7086', 'bukhari_50', 'muslim_195', 'muslim_681']","['bukhari_7249', 'bukhari_6310', 'bukhari_7301', 'bukhari_1123', 'bukhari_1226', 'bukhari_715', 'bukhari_2445', 'muslim_1015', 'bukhari_562', 'bukhari_404']"
C0403,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, আমাদের পিতাদের নামে শপথ করা উচিত নয়। যে কেউ শপথ করতে চায়, তাকে আল্লাহর নামে শপথ করতে হবে।","['bukhari_7401', 'muslim_4257', 'muslim_4259', 'bukhari_6108', 'bukhari_6646']",False,True,"['bukhari_2674', 'bukhari_6622', 'bukhari_6920', 'bukhari_7146', 'bukhari_2666', 'bukhari_2667', 'bukhari_3845', 'bukhari_6677', 'bukhari_6676', 'bukhari_7184']","['bukhari_7401', 'bukhari_6648', 'bukhari_3836', 'bukhari_6916', 'bukhari_6768', 'bukhari_6608', 'bukhari_2679', 'bukhari_585', 'bukhari_6609', 'bukhari_6646']"
C0419,"হযরত হুযায়ফা (রা) বলেছেন, আল্লাহ তাআলা নবি (সা) কে কুরআন গাওয়ার অনুমতি দিয়েছেন।","['muslim_1845', 'muslim_1849', 'muslim_1847', 'bukhari_7482', 'bukhari_5024']",False,True,"['bukhari_5', 'bukhari_5464', 'bukhari_6755', 'bukhari_6970', 'muslim_1478', 'bukhari_3179', 'bukhari_1035', 'bukhari_4372', 'bukhari_6245', 'bukhari_5044']","['bukhari_7527', 'bukhari_5427', 'muslim_772', 'bukhari_5024', 'muslim_549', 'bukhari_4937', 'muslim_2516', 'muslim_653', 'bukhari_5223', 'bukhari_1222']"
C0434,"রাসূলুল্লাহ (সা.) এক রাতে তাঁর প্রয়োজন মেটাতে উঠলেন এবং পানি নিয়ে এসে ওযু করলেন। এরপর তিনি কিছু সময় ঘুমালেন এবং আবার উঠে এসে ওযু করে নামাজ পড়তে গেলেন, সেজদায় তিনি আল্লাহর কাছে তাঁর হৃদয়ে, কান, চোখ এবং চারপাশে نورের জন্য দোয়া করছিলেন।","['muslim_1794', 'muslim_1797', 'muslim_1796', 'muslim_1799', 'bukhari_6316']",True,False,"['bukhari_4572', 'bukhari_138', 'bukhari_26', 'muslim_304', 'bukhari_6316', 'bukhari_992', 'muslim_642', 'muslim_256', 'bukhari_570', 'bukhari_571']","['muslim_767', 'bukhari_1146', 'muslim_739', 'bukhari_187', 'bukhari_6310', 'bukhari_248', 'bukhari_889', 'bukhari_994', 'bukhari_847', 'muslim_304']"
C0436,নবী মুহাম্মদ (সা.) মুজদালিফায় দুইটি নামাজ একসাথে আদায় করেছিলেন এবং এর আগে বা পরে কোনো নফল নামাজ পড়েননি।,"['bukhari_1673', 'muslim_3114', 'muslim_6694', 'muslim_5154', 'muslim_3855']",False,True,"['muslim_729', 'muslim_765', 'muslim_834', 'muslim_2093', 'muslim_726', 'bukhari_937', 'muslim_836', 'muslim_1718', 'bukhari_995', 'bukhari_5881']","['bukhari_592', 'bukhari_989', 'bukhari_1673', 'bukhari_590', 'bukhari_964', 'bukhari_1225', 'bukhari_1682', 'bukhari_1647', 'bukhari_5883', 'bukhari_5881']"
C0448,"আমি শুনেছি, খন্দকের দিন, রাসূলুল্লাহ (সা.) কুরাইশের কাফিরদের বিরুদ্ধে কথা বলছিলেন। তিনি বলেছিলেন, আমি সূর্যাস্তের আগে আসরের নামাজ পড়তে পারিনি, কিন্তু পরে তিনি নামাজ পড়লেন।","['muslim_1430', 'bukhari_4112', 'bukhari_596', 'bukhari_641', 'bukhari_945']",False,True,"['bukhari_598', 'muslim_2458', 'bukhari_4119', 'muslim_2490', 'bukhari_670', 'bukhari_901', 'muslim_832', 'bukhari_755', 'muslim_172', 'bukhari_169']","['bukhari_596', 'bukhari_945', 'bukhari_598', 'bukhari_1629', 'bukhari_2943', 'bukhari_6396', 'muslim_825', 'bukhari_702', 'muslim_1385', 'muslim_514']"
C0458,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম মৃত্যুবরণ করেছেন, এবং তিনি মৃত্যুর সময় খুবই কষ্টে ছিলেন। তাই আমি নবীর পর আর কারো জন্য মৃত্যুর কঠোরতা কামনা করি না।","['bukhari_4446', 'muslim_6819', 'muslim_6310', 'bukhari_4438', 'muslim_1256']",False,True,"['bukhari_1166', 'bukhari_7297', 'bukhari_4774', 'bukhari_6808', 'bukhari_5494', 'bukhari_6253', 'muslim_187', 'muslim_2202', 'bukhari_7366', 'bukhari_1120']","['bukhari_5671', 'bukhari_6351', 'bukhari_4446', 'bukhari_2972', 'muslim_924', 'bukhari_5646', 'bukhari_6778', 'bukhari_3536', 'muslim_2682', 'bukhari_2795']"
C0462,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.) বলেছেন, যে ব্যক্তি কোরআন পড়ে এবং এতে দক্ষ, সে সম্মানিত ফেরেশতাদের সঙ্গে থাকবে। আর যে ব্যক্তি কোরআন পড়তে কষ্ট পায়, তার জন্যও দ্বিগুণ পুরস্কার রয়েছে।","['bukhari_4937', 'muslim_1862', 'muslim_7356', 'muslim_6098', 'muslim_944']",False,True,"['bukhari_5', 'bukhari_7300', 'bukhari_1897', 'bukhari_7050', 'bukhari_6689', 'bukhari_1870', 'bukhari_39', 'bukhari_6755', 'bukhari_2778', 'bukhari_2956']","['bukhari_4937', 'bukhari_5028', 'bukhari_5026', 'bukhari_5027', 'bukhari_4582', 'bukhari_7527', 'bukhari_5038', 'bukhari_648', 'bukhari_5024', 'bukhari_5427']"
C0465,"নবী মুহাম্মদ (সা.) এর যুগে কী ঘটেছিল, তা আমি জানি না। তবে, তিনি বলেছিলেন যে, আমরা নামাজে অনেক কিছুই হারিয়ে ফেলেছি।","['bukhari_529', 'muslim_4315', 'muslim_2817', 'muslim_4582', 'muslim_1380']",False,True,"['bukhari_5141', 'bukhari_1053', 'bukhari_86', 'bukhari_5121', 'bukhari_650', 'muslim_121', 'bukhari_6982', 'muslim_2864', 'bukhari_530', 'bukhari_53']","['bukhari_529', 'bukhari_1063', 'bukhari_229', 'bukhari_771', 'bukhari_724', 'bukhari_1082', 'bukhari_231', 'bukhari_590', 'bukhari_977', 'bukhari_440']"
C0469,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম যখন নামাজ শেষ করতেন, তখন তিনি আমাদের দিকে মুখ করে তাকাতেন।","['bukhari_845', 'muslim_5937', 'bukhari_847', 'muslim_1449', 'bukhari_661']",False,True,"['bukhari_401', 'muslim_2968', 'muslim_2531', 'muslim_188', 'bukhari_7367', 'muslim_2897', 'bukhari_680', 'muslim_1770', 'bukhari_6203', 'bukhari_1224']","['bukhari_845', 'bukhari_753', 'bukhari_419', 'bukhari_417', 'muslim_2275', 'bukhari_750', 'bukhari_373', 'bukhari_823', 'bukhari_749', 'bukhari_637']"
C0473,"রাসূলুল্লাহ (সা.) বলেছেন, ""যদি কেউ দীর্ঘ সময় ধরে রোজা রাখতে চায়, তাহলে সফরের সময় রোজা রাখতে পারবে অথবা চাইলে বিরতি নিতে পারবে।""","['muslim_2626', 'muslim_2625', 'muslim_5309', 'bukhari_1943', 'bukhari_1942']",False,True,"['bukhari_1592', 'bukhari_3418', 'bukhari_6277', 'bukhari_5052', 'bukhari_4277', 'bukhari_1975', 'bukhari_1914', 'bukhari_1893', 'bukhari_6134', 'bukhari_3419']","['bukhari_1943', 'bukhari_2000', 'bukhari_1080', 'bukhari_38', 'bukhari_4279', 'bukhari_703', 'bukhari_2001', 'bukhari_6625', 'bukhari_1804', 'bukhari_1924']"
C0483,"রাসূলুল্লাহ (সা.) বলেছেন, ""আকিল কি আমাদের জন্য মক্কায় কোনো বাড়ি বা সম্পত্তি রেখে গেছে?"" কারণ আকিল ও তালিব ছিলেন কাফির এবং তারা আবু তালিবের সম্পত্তি উত্তরাধিকারী হয়েছিলেন, কিন্তু জাফর ও আলী কিছুই পাননি কারণ তারা মুসলিম ছিলেন। عمر বলতেন, ""বিশ্বাসী কাফিরের থেকে কিছু পায় না।""","['muslim_3294', 'bukhari_1588', 'bukhari_4282', 'bukhari_4283', 'muslim_3296']",True,False,"['bukhari_1588', 'bukhari_4283', 'bukhari_4282', 'bukhari_3136', 'bukhari_4240', 'bukhari_4241', 'bukhari_4353', 'bukhari_4354', 'bukhari_2698', 'bukhari_4349']","['muslim_1758', 'bukhari_2757', 'bukhari_6764', 'muslim_1614', 'bukhari_4036', 'bukhari_4035', 'bukhari_6067', 'bukhari_3502', 'bukhari_2398', 'bukhari_6741']"
C0485,"আমি শুনেছি, আয়েশা বলেছেন যে, তিনি নবী মুহাম্মদ (সা.)-কে ফজরের দুই রাকাত নামাজে এত দ্রুত পড়তে দেখেছেন যে, তিনি মনে করেছিলেন নবী (সা.) সেখানে সূরা ফাতিহা পড়ছেন।","['muslim_1684', 'muslim_1685', 'muslim_1681', 'bukhari_1165', 'muslim_2098']",True,False,"['bukhari_776', 'bukhari_759', 'muslim_834', 'bukhari_1139', 'bukhari_4370', 'bukhari_5041', 'bukhari_1165', 'bukhari_995', 'bukhari_6936', 'bukhari_774.2']","['bukhari_776', 'bukhari_762', 'bukhari_778', 'bukhari_759', 'bukhari_6335', 'bukhari_5037', 'bukhari_5038', 'bukhari_626', 'bukhari_995', 'bukhari_619']"
C0486,"আমি শুনেছি যে, একজন ব্যক্তি আল্লাহর রাসূল মুহাম্মদ (সা.)-কে অস্বীকার করতে বলেছিল, কিন্তু তিনি অস্বীকার করতে অস্বীকৃতি জানান। তিনি বলেছিলেন, ""আমি মুহাম্মদ (সা.)-কে অস্বীকার করব না যতক্ষণ না আল্লাহ আমাকে মৃত্যুর পর পুনরুত্থিত করেন।""","['bukhari_2425', 'muslim_7062', 'bukhari_2091', 'bukhari_4734', 'bukhari_2275']",True,False,"['bukhari_2425', 'muslim_2474', 'muslim_1801', 'muslim_1235', 'muslim_2712', 'bukhari_4735', 'bukhari_4734', 'bukhari_1472', 'bukhari_1241', 'bukhari_1242']","['bukhari_2157', 'bukhari_6340', 'bukhari_6339', 'bukhari_4582', 'bukhari_25', 'bukhari_6338', 'bukhari_4435', 'bukhari_6304', 'bukhari_6351', 'muslim_2682']"
C0491,"নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন, ""এটি এবং এটি সমান।""","['bukhari_6895', 'muslim_5312', 'muslim_4739', 'muslim_3877', 'muslim_4063']",False,True,"['bukhari_6253', 'bukhari_1120', 'bukhari_6230', 'bukhari_831', 'bukhari_835', 'bukhari_7381', 'bukhari_6406', 'bukhari_3938', 'bukhari_6328', 'bukhari_1202']","['bukhari_6895', 'bukhari_4898', 'bukhari_221', 'bukhari_1908', 'bukhari_7381', 'bukhari_1527', 'bukhari_6418', 'muslim_2413', 'bukhari_6503', 'bukhari_3443']"
C0504,"একজন বেদুঈন মসজিদে এসে প্রস্রাব করতে শুরু করেছিল। তখন রাসূলুল্লাহ (সা.) বললেন, তাকে ছেড়ে দাও, এবং পরে একটি পাত্রে পানি ঢেলে তার ওপর ঢালা হলো।","['muslim_660', 'muslim_661', 'bukhari_6025', 'muslim_5316', 'muslim_5926']",False,True,"['bukhari_220', 'bukhari_669', 'bukhari_836', 'muslim_1168', 'bukhari_2016', 'bukhari_4442', 'bukhari_6128', 'bukhari_248', 'bukhari_5714', 'muslim_285']","['bukhari_6128', 'bukhari_6025', 'bukhari_219', 'bukhari_220', 'bukhari_5468', 'bukhari_639', 'bukhari_331', 'bukhari_227', 'bukhari_224', 'bukhari_6355']"
C0516,"আমি শুনেছি যে আবু তালিব বলেছেন, যখন নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম আকাশ থেকে বৃষ্টি প্রার্থনা করছিলেন, তখন তাঁর মুখের দিকে তাকালে মনে হচ্ছিল যেন সমস্ত জলধারা প্রবাহিত হচ্ছে। তাঁর মুখের সৌন্দর্য এতটাই ছিল যে তা এতিমদের জন্য আশ্রয় এবং বিধবাদের জন্য নিরাপত্তা প্রদান করে।","['bukhari_1008', 'bukhari_1009', 'muslim_1449', 'muslim_6095', 'muslim_4653']",True,False,"['bukhari_1008', 'bukhari_1009', 'bukhari_5018', 'muslim_1763', 'bukhari_6093', 'muslim_832', 'bukhari_4821', 'bukhari_7252', 'bukhari_357', 'bukhari_1466']","['bukhari_1023', 'bukhari_1024', 'bukhari_3206', 'bukhari_1012', 'bukhari_669', 'muslim_428', 'bukhari_1026', 'bukhari_1010', 'muslim_698', 'bukhari_3710']"
C0531,"নবী মুহাম্মদ (সা.) বলেছেন, পুরুষদের জন্য জাফরান ব্যবহার করা নিষেধ।","['muslim_5507', 'bukhari_5846', 'muslim_3957', 'muslim_1218', 'muslim_3465']",False,True,"['muslim_565', 'bukhari_6423', 'bukhari_6578', 'bukhari_1179', 'muslim_1884', 'bukhari_5831', 'bukhari_5938', 'bukhari_1204', 'muslim_1578', 'bukhari_4121']","['bukhari_5846', 'bukhari_5847', 'bukhari_5806', 'bukhari_134', 'bukhari_5852', 'bukhari_4842', 'bukhari_5863', 'bukhari_5838', 'bukhari_5794', 'bukhari_5821']"
C0534,"নবী মুহাম্মদ (সা.) বলেছেন, আমাদের একবার খায়বারের যুদ্ধে মাংস খাওয়ার সময় তিনি ঘোষণা করেছিলেন যে, ঘোড়ার মাংস খাওয়া নিষেধ। তিনি বলেছিলেন, কারণ তারা মল খায়।","['muslim_5010', 'muslim_5011', 'bukhari_3155', 'bukhari_4220', 'muslim_5017']",True,False,"['bukhari_3155', 'bukhari_5529', 'bukhari_4219', 'bukhari_5568', 'bukhari_5524', 'bukhari_4503', 'bukhari_5407', 'bukhari_1719', 'bukhari_1915', 'bukhari_4220']","['bukhari_5115', 'bukhari_5526', 'bukhari_5525', 'bukhari_5524', 'bukhari_5521', 'bukhari_5522', 'bukhari_4218', 'bukhari_4227', 'bukhari_4217', 'bukhari_5523']"
C0535,নবী (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) একজন মৃতের জন্য দাফনের পর নামাজ পড়েছিলেন।,"['muslim_2211', 'muslim_7418', 'bukhari_1340', 'muslim_3728', 'muslim_7502']",False,True,"['bukhari_1230', 'bukhari_1229', 'bukhari_1103', 'muslim_1235', 'bukhari_7250', 'muslim_243', 'bukhari_1051', 'bukhari_4112', 'bukhari_6051', 'bukhari_802']","['bukhari_1340', 'bukhari_332', 'bukhari_4085', 'bukhari_1331', 'bukhari_2295', 'bukhari_3881', 'muslim_955', 'bukhari_3879', 'bukhari_1321', 'bukhari_1334']"
C0540,"তিনি বলেছেন, তিনি জিলকদ মাসে চারটি উমরা করেছেন, তবে হুদায়বিয়ার সাথে যে উমরা করেছেন সেটি বাদে। এছাড়াও তিনি জানিয়েছেন, তিনি জারআনা থেকে এবং হুনাইন যুদ্ধে গনিমতের বণ্টনের সময়ও উমরা করেছেন।","['bukhari_1780', 'muslim_3032', 'bukhari_4148', 'bukhari_1778', 'bukhari_1779']",False,True,"['muslim_1087', 'bukhari_1983', 'bukhari_1970', 'bukhari_1965', 'bukhari_1922', 'bukhari_2004', 'bukhari_1959', 'bukhari_4662', 'muslim_2499', 'bukhari_1564']","['bukhari_1780', 'bukhari_1778', 'bukhari_4148', 'bukhari_4273', 'bukhari_1089', 'bukhari_3066', 'bukhari_1546', 'bukhari_4473', 'bukhari_1694', 'bukhari_1695']"
C0546,"আমি শুনেছি, নবীজি (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন যে, সফরের সময় কিছু মানুষ রোজা রেখেছিল এবং কিছু মানুষ রোজা ভেঙেছিল। সেই গরম দিনে যারা রোজা ভেঙেছিল, তারা কাজ করে বেশি পুরস্কার অর্জন করেছে।","['muslim_2622', 'muslim_2623', 'bukhari_2890', 'muslim_2624', 'muslim_2618']",False,True,"['muslim_1120', 'bukhari_4277', 'bukhari_6851', 'bukhari_1922', 'bukhari_3418', 'muslim_1152', 'bukhari_5052', 'bukhari_1975', 'bukhari_1959', 'bukhari_6134']","['bukhari_1954', 'bukhari_2996', 'bukhari_5429', 'bukhari_651', 'muslim_1727', 'bukhari_1946', 'bukhari_6476', 'bukhari_2890', 'bukhari_3258', 'bukhari_3118']"
