claim_id,bangla_claim,gold_evidence_ids,top1_evidence_id,top10_evidence_ids
C0598,"রাসূলুল্লাহ (সা.) বলেছেন, যে ব্যক্তি তার রাতের কিছু অংশের নামাজ বা দোয়া পড়তে পারেনি, যদি সে ফজর ও জোহরের মধ্যে তা পড়ে, তাহলে তার জন্য তা রাতের মতোই লেখা হবে।","['muslim_1745', 'muslim_1388', 'muslim_1389', 'muslim_1748', 'muslim_1794']",muslim_6987,"['muslim_6987', 'muslim_4034', 'muslim_6746', 'muslim_450', 'muslim_5964', 'muslim_3876', 'bukhari_4311', 'bukhari_3322', 'bukhari_5704', 'muslim_1985']"
C0600,"নবীজি (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছিলেন, যদি কারও মাথায় কিছু সমস্যা হয়, তাহলে তাকে মাথা কামাতে হবে। তিনি আমাকে বললেন, তিন দিন রোজা রাখো, অথবা ছয়টি গরিবকে কিছু দান করো, অথবা তোমার সাধ্য অনুযায়ী কুরবানী করো।","['muslim_2880', 'bukhari_1815', 'muslim_2879', 'muslim_2883', 'muslim_2881']",bukhari_6505,"['bukhari_6505', 'bukhari_1162', 'bukhari_5984', 'muslim_495', 'bukhari_6056', 'bukhari_6791', 'muslim_6970', 'muslim_281', 'bukhari_5257', 'bukhari_6145']"
C0601,"আয়েশা বলেছেন, রাসূলুল্লাহ (সা.) সবকিছুতে ডান দিককে পছন্দ করতেন, যেমন পরিষ্কার হওয়া, চুল বাঁধা এবং জুতা পরা।","['muslim_617', 'bukhari_426', 'bukhari_5380', 'bukhari_168', 'bukhari_5854']",muslim_495,"['muslim_495', 'muslim_7440', 'bukhari_6791', 'muslim_208', 'muslim_2410', 'muslim_3514', 'muslim_471', 'muslim_6970', 'muslim_5796', 'muslim_6531']"
C0604,"নবী (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) বলেছেন, কিয়ামত আসবে না যতক্ষণ না তোমরা এমন একটি জাতির বিরুদ্ধে যুদ্ধ করবে, যাদের জুতা হবে পশমের এবং চোখ হবে ছোট। তাদের নাক হবে চ্যাপ্টা, যেন তাদের মুখের অবস্থা পেরেকের মতো।","['muslim_7312', 'muslim_7310', 'bukhari_2929', 'bukhari_2928', 'muslim_7314']",muslim_913,"['muslim_913', 'muslim_3208', 'muslim_789', 'muslim_3981', 'muslim_5875', 'muslim_4940', 'bukhari_3994', 'muslim_3639', 'muslim_7167', 'muslim_4183']"
C0608,"নবীজি সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন, আপনার বন্ধু যা বলবে, আপনার কসম সেই কথার সত্যতা নিশ্চিত করবে। আমরও বলেছেন, আপনার বন্ধু আপনাকে সেই কথায় সত্যি প্রতিপন্ন করবে।","['muslim_4283', 'muslim_4387', 'muslim_7502', 'muslim_7501', 'muslim_4631']",bukhari_5199,"['bukhari_5199', 'bukhari_4386', 'bukhari_7530', 'bukhari_1885', 'muslim_2129', 'bukhari_5673', 'bukhari_7110', 'muslim_948', 'bukhari_7405', 'bukhari_3541']"
C0610,"আমি অনেকবার শুনেছি যে মকহুলা প্রশ্ন করেছেন এবং বলেছেন, ""আমি জানি না।""","['muslim_469', 'muslim_454', 'muslim_3157', 'muslim_7439', 'muslim_7375']",muslim_1336,"['muslim_1336', 'muslim_3445', 'bukhari_3704', 'muslim_3301', 'muslim_3612', 'bukhari_402.2', 'bukhari_5802', 'muslim_5428', 'bukhari_5056', 'bukhari_1337']"
C0611,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, আল্লাহ একজন ব্যক্তির মুখকে গাধার মুখে পরিণত করবেন।","['muslim_965', 'muslim_2853', 'muslim_5552', 'bukhari_691', 'muslim_5031']",muslim_495,"['muslim_495', 'muslim_450', 'muslim_3496', 'muslim_4152', 'muslim_3610', 'bukhari_4545', 'muslim_2410', 'muslim_5488', 'bukhari_518', 'muslim_3862']"
C0612,"আমি শুনেছি যে রাসূলুল্লাহ (সা.) বলেছেন, ""হে আল্লাহ, আমি তোমার কাছে একটি অঙ্গীকার করেছি যা তুমি ভঙ্গ করবে না। তাই যদি আমি কোনো মুমিনকে গালি দিই বা শাস্তি দিই, তাহলে তা যেন তার জন্য কিয়ামতের দিন মাফ হয়ে যায়।""","['muslim_6624', 'muslim_6622', 'muslim_6623', 'muslim_6619', 'bukhari_6361']",bukhari_5984,"['bukhari_5984', 'bukhari_6997', 'bukhari_1073', 'bukhari_6056', 'muslim_575', 'bukhari_6996', 'muslim_281', 'bukhari_6505', 'muslim_857', 'bukhari_7435']"
C0613,"আমি নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লামকে জিজ্ঞেস করেছিলাম, যদি আমি আমার শিকারের কুকুরগুলোকে পাঠাই, তাহলে কি করব? তিনি বললেন, যদি তুমি কুকুরগুলোকে পাঠাও এবং আল্লাহর নাম উল্লেখ করো, তাহলে তুমি শিকার করতে পারো।","['bukhari_7397', 'muslim_4972', 'muslim_4973', 'muslim_4974', 'bukhari_5487']",bukhari_4545,"['bukhari_4545', 'bukhari_3322', 'bukhari_1534', 'muslim_2086', 'bukhari_5840', 'muslim_434', 'muslim_1985', 'muslim_514', 'muslim_6746', 'bukhari_7124']"
C0619,"আমরা যখন উমরের কাছে বসেছিলাম, তিনি বললেন, ""নবী (সা.) বলেছেন যে, মানুষের জন্য ফিতনা তার পরিবার, সম্পদ, সন্তান এবং প্রতিবেশীর মধ্যে থাকে, যা নামাজ, দান, ভালো কাজের আদেশ এবং মন্দ থেকে নিষেধ করার মাধ্যমে দূর করা যায়।"" উমর আরও জানতে চাইলেন যে, সেই ফিতনা কি সমুদ্রের ঢেউয়ের মতো হবে। তখন বলা হলো, ""না, আপনার জন্য এতে কোনো ভয় নেই, কারণ আপনার এবং এর মধ্যে একটি বন্ধ দরজা আছে।"" উমর জানতে চাইলেন, ""দরজাটি কি ভাঙা হবে, না খোলা হবে?"" উত্তরে বলা হলো, ""এটি ভাঙা হবে।"" উমর বললেন, ""তাহলে এটি কখনো বন্ধ হবে না।""","['muslim_7268', 'bukhari_7096', 'bukhari_525', 'bukhari_3586', 'bukhari_1435']",bukhari_4545,"['bukhari_4545', 'bukhari_5704', 'muslim_2086', 'bukhari_5345', 'bukhari_1534', 'bukhari_4692', 'bukhari_5665', 'bukhari_1196', 'bukhari_3707', 'bukhari_3262']"
C0620,"আম্মা সুলেম বললেন, তিনি নবীকে জিজ্ঞেস করেছিলেন যে, যদি একজন মহিলা স্বপ্নে পুরুষের মতো কিছু দেখে তাহলে কি তার গোসল করা উচিত? নবী বললেন, যদি সে পানি দেখে তবে তাকে গোসল করতে হবে।","['muslim_709', 'muslim_710', 'bukhari_130', 'muslim_712', 'muslim_711']",bukhari_3322,"['bukhari_3322', 'bukhari_4545', 'bukhari_7395', 'bukhari_7124', 'muslim_2086', 'muslim_514', 'bukhari_1534', 'bukhari_5681', 'bukhari_205', 'muslim_495']"
C0621,"আল্লাহর রাসূল (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, যদি তুমি তোমার ভাইয়ের কাছ থেকে ফল বিক্রি করো এবং তা ক্ষতিগ্রস্ত হয়, তাহলে তোমার জন্য তার থেকে কিছু নেওয়া বৈধ নয়। তোমার ভাইয়ের সম্পদ অন্যায়ভাবে নেওয়া উচিত নয়।","['muslim_3975', 'muslim_6023', 'muslim_3977', 'muslim_5063', 'muslim_7502']",muslim_6429,"['muslim_6429', 'muslim_5655', 'muslim_6996', 'muslim_848', 'muslim_1957', 'muslim_5701', 'muslim_7130', 'muslim_2762', 'muslim_5211', 'muslim_7477']"
C0622,"আজ আশুরার দিন। এটি ছিল জাহেলিয়াতের সময়ে আমাদের রোজা রাখার দিন। যখন রমজান এসেছে, তখন রাসূলুল্লাহ (সা.) বলেছেন, এটি আল্লাহর দিনগুলোর একটি। যে চায় রোজা রাখতে পারে, আর যে চায় রাখতে পারে না।","['muslim_2642', 'muslim_2637', 'muslim_2647', 'bukhari_2002', 'muslim_2638']",muslim_3208,"['muslim_3208', 'muslim_6342', 'muslim_3921', 'muslim_6292', 'muslim_1889', 'muslim_4850', 'muslim_7167', 'muslim_4183', 'muslim_789', 'muslim_6433']"
C0623,"রাসূলুল্লাহ (সা.) বলেছেন যে, যারা আমাদের প্রশংসা করে, তাদের মুখে মাটি ছিটিয়ে দিতে হবে।","['muslim_7505', 'muslim_7506', 'muslim_6229', 'muslim_694', 'muslim_2318']",muslim_5919,"['muslim_5919', 'muslim_1849', 'muslim_6945', 'muslim_4866', 'muslim_4009', 'muslim_6669', 'muslim_5118', 'muslim_6502', 'muslim_997', 'muslim_6387']"
C0626,"নবী (সা) বলেছেন, ""অতি কঠোরতা অবলম্বনকারীরা নিশ্চয়ই ধ্বংস হবে।""","['muslim_6784', 'muslim_539', 'muslim_7012', 'muslim_538', 'muslim_5770']",muslim_3776,"['muslim_3776', 'muslim_3362', 'muslim_3208', 'muslim_5917', 'muslim_2751', 'muslim_4180', 'muslim_6292', 'muslim_2559', 'muslim_4084', 'muslim_3161']"
C0627,"একজন ব্যক্তি নবী মুহাম্মদ (সা.)-এর কাছে রাতের নামাজ সম্পর্কে জানতে চেয়েছিলেন। নবী (সা.) বললেন, রাতের নামাজ দুই রাকাত করে পড়া উচিত, এবং যদি সকালে উঠে যাওয়ার ভয় হয়, তাহলে এক রাকাত পড়ে শেষ করতে হবে।","['muslim_1748', 'bukhari_990', 'muslim_1751', 'muslim_1750', 'muslim_1749']",bukhari_6505,"['bukhari_6505', 'bukhari_1073', 'bukhari_6145', 'muslim_6970', 'bukhari_1162', 'bukhari_158', 'bukhari_241', 'bukhari_6791', 'muslim_2762', 'bukhari_4805']"
C0628,"আমার চাচা বলেছিলেন, তিনি বদর যুদ্ধে উপস্থিত ছিলেন না এবং আল্লাহর কাছে প্রার্থনা করেছিলেন যে, যদি তিনি নবী (সা.) এর সাথে যুদ্ধ করতে পারেন, তবে আল্লাহ তাকে দেখাবেন কীভাবে তিনি লড়াই করেন। পরে উহুদ যুদ্ধে তিনি সাহসিকতার সাথে অংশ নেন এবং বলেন, ""হে আল্লাহ, আমি মুসলমানদের কাজের জন্য তোমার কাছে দুঃখ প্রকাশ করছি এবং মুশরিকদের থেকে নিজেকে মুক্ত করছি।"" তিনি যুদ্ধ করতে গিয়ে শহীদ হন এবং তার বোন তাকে চিনতে পারেন তার শরীরে থাকা আঘাতের কারণে।","['bukhari_4048', 'bukhari_2805', 'bukhari_2806', 'muslim_4918', 'muslim_5948']",bukhari_5406,"['bukhari_5406', 'muslim_495', 'bukhari_6996', 'muslim_483', 'bukhari_6056', 'bukhari_4867', 'bukhari_4029', 'bukhari_5257', 'bukhari_4866', 'bukhari_643']"
C0630,"মাওয়া (মাওয়িয়া) ইবন আবি সাফিয়ান বলেছেন, তিনি হজের সময় মিম্বারে দাঁড়িয়ে একটি চুলের পিন ধরেছিলেন এবং শহরের লোকদের জিজ্ঞাসা করেছেন, ""তোমাদের আলেমরা কোথায়? আমি নবী (সা.)-কে বলতে শুনেছি যে এরকম জিনিসের ব্যবহার নিষেধ। ইসরাইলের সন্তানরা যখন এরকম জিনিস গ্রহণ করেছিল, তখন তারা ধ্বংস হয়ে গিয়েছিল।""","['muslim_5578', 'bukhari_3468', 'bukhari_5932', 'bukhari_2003', 'muslim_2653']",bukhari_7395,"['bukhari_7395', 'bukhari_4029', 'muslim_3834', 'muslim_495', 'bukhari_4545', 'bukhari_429', 'muslim_483', 'bukhari_205', 'bukhari_4751', 'bukhari_4923']"
C0632,"রাসূলুল্লাহ (সা.) বলেছেন, যখন তোমরা নামাজের জন্য আসো, তখন দৌড়ে আসা উচিত নয়; বরং ধীরে ধীরে আসা উচিত এবং শান্তভাবে নামাজে অংশগ্রহণ করতে হবে। যে অংশ পেয়েছো, তা পড়ো এবং যে অংশ মিস হয়েছে, তা পরে পূরণ করো।","['muslim_1360', 'muslim_1359', 'bukhari_908', 'muslim_1361', 'muslim_1363']",muslim_495,"['muslim_495', 'bukhari_5257', 'muslim_3265', 'muslim_3834', 'muslim_2410', 'muslim_3811', 'muslim_483', 'bukhari_284', 'muslim_434', 'bukhari_3595.2']"
C0633,"আমার খালাতো বোন বললেন, তিনি নবী মুহাম্মদ (সা.)-এর কাছে গিয়ে বললেন যে তার ভাইয়ের শরীর খারাপ। নবী (সা.) তার মাথায় হাত রেখে বরকতের জন্য দোয়া করলেন, তারপর তিনি ওযু করলেন এবং আমি তার ওযুর পানি পান করলাম। আমি তার পেছনে দাঁড়িয়ে দেখলাম, তার কাঁধের মাঝে নবুওতের চিহ্ন ছিল।","['muslim_6087', 'bukhari_5670', 'bukhari_3541', 'bukhari_190', 'bukhari_6352']",bukhari_255,"['bukhari_255', 'bukhari_204', 'bukhari_4923', 'bukhari_6505', 'bukhari_5984', 'bukhari_297', 'bukhari_3719', 'bukhari_205', 'bukhari_4029', 'bukhari_5406']"
C0635,আমি দেখেছি যে নবী (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) তাঁর পাগড়ি এবং মোজা উপর হাত বুলাচ্ছেন।,"['bukhari_205', 'muslim_634', 'muslim_3061', 'muslim_4646', 'muslim_5926']",muslim_3731,"['muslim_3731', 'bukhari_3994', 'muslim_7071', 'muslim_6970', 'muslim_6669', 'muslim_7155', 'muslim_6433', 'bukhari_6145', 'muslim_3208', 'muslim_1849']"
C0636,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম নামাজে দাঁড়িয়ে ছিলেন এবং শেষের দিকে দুইটি সিজদা করেছেন, তারপর সালাম দিয়েছেন।","['muslim_1271', 'muslim_1270', 'bukhari_6670', 'muslim_1269', 'bukhari_1225']",muslim_495,"['muslim_495', 'muslim_2207', 'muslim_4406', 'bukhari_643', 'bukhari_284', 'muslim_3834', 'muslim_3862', 'muslim_3265', 'muslim_3509', 'muslim_6746']"
C0639,নবী মুহাম্মদ (সা.) ইহরাম অবস্থায় এবং রোজা অবস্থায় হজম করেছেন।,"['bukhari_1938', 'muslim_2885', 'muslim_2886', 'bukhari_5700', 'bukhari_5701']",muslim_5159,"['muslim_5159', 'muslim_1832', 'muslim_5917', 'bukhari_3994', 'muslim_3208', 'muslim_3731', 'muslim_6431', 'bukhari_2944', 'muslim_3639', 'muslim_5921']"
C0640,"একজন বলেছেন, একজন পুরুষ তখনই ইমাম হতে পারে যখন সে কিছু কথা বলা থেকে বিরত থাকে।","['muslim_390', 'muslim_3199', 'muslim_3206', 'muslim_7263', 'muslim_2398']",muslim_6635,"['muslim_6635', 'muslim_1566', 'bukhari_3994', 'muslim_1849', 'bukhari_5091', 'muslim_6669', 'muslim_5428', 'bukhari_6242', 'muslim_5919', 'bukhari_5084']"
C0642,"নবী মুহাম্মদ (সা.) বলেছেন, যদি কিছু করতে হয়, তবে একবারই করতে হবে।","['muslim_1219', 'muslim_5791', 'muslim_5513', 'muslim_3557', 'muslim_6396']",muslim_3208,"['muslim_3208', 'muslim_3639', 'muslim_913', 'muslim_6342', 'muslim_7155', 'muslim_4183', 'bukhari_3994', 'muslim_7115', 'muslim_5917', 'muslim_789']"
C0644,"মাওয়া বলেছেন, তিনি মসজিদে একটি দলে এসে জানতে চাইলেন, তোমরা এখানে কেন বসে আছো? তারা বলল, আমরা আল্লাহর স্মরণে বসে আছি। তিনি বললেন, আল্লাহর কসম, তোমরা এখানে বসে আছো শুধু এই কারণে। এরপর তিনি বললেন, আমি তোমাদের শপথ করাতে চাইনি সন্দেহের জন্য, বরং জিবরাইল এসে আমাকে জানিয়েছে যে, আল্লাহ তায়ালা তোমাদের নিয়ে ফেরেশতাদের কাছে গর্ব করেন।","['muslim_6857', 'muslim_5705', 'muslim_4622', 'muslim_4387', 'muslim_7021']",muslim_514,"['muslim_514', 'bukhari_4029', 'muslim_434', 'muslim_2086', 'bukhari_5959', 'bukhari_7395', 'bukhari_3569', 'bukhari_764', 'bukhari_823', 'muslim_495']"
C0646,"রাসূলুল্লাহ (সা.) বলেছেন, কিছু পশু কোরবানি দেওয়া যাবে না, যেমন: যেগুলোর চোখের দৃষ্টি স্পষ্ট নয়, যেগুলো অসুস্থ, যেগুলো পঙ্গু এবং যেগুলো খুব দুর্বল। তিনি আরও বলেছেন, যদি কেউ এসব পশু কোরবানি দিতে না চায়, তাহলে তা তার জন্য নিষেধ নয়।","['muslim_4036', 'muslim_6479', 'muslim_7350', 'muslim_5053', 'muslim_6396']",muslim_4866,"['muslim_4866', 'muslim_6429', 'bukhari_6791', 'muslim_848', 'muslim_7130', 'muslim_208', 'muslim_4203', 'muslim_471', 'muslim_7192', 'muslim_5428']"
C0650,"নবী (সা.) বলেছেন, তিন ধরনের মানুষ আছেন যাদের সাথে আল্লাহ কিয়ামতের দিন কথা বলবেন না এবং তাদের দিকে তাকাবেনও না। তারা হলেন: একজন যে মিথ্যা শপথ করে পণ্য বিক্রি করে, একজন যে মিথ্যা শপথ করে অন্য মুসলিমের সম্পদ নিতে চায়, এবং একজন যে পানি দেওয়া থেকে বিরত থাকে। আল্লাহ তখন বলেন, 'আজ আমি তোমাকে আমার অনুগ্রহ থেকে বঞ্চিত করবো, যেমন তুমি অন্যের জন্য তোমার হাতের কাজ থেকে বঞ্চিত করেছ।'","['bukhari_2369', 'bukhari_7446', 'muslim_297', 'muslim_299', 'muslim_303']",muslim_483,"['muslim_483', 'muslim_1985', 'muslim_434', 'bukhari_4545', 'muslim_1279', 'bukhari_6989', 'bukhari_342', 'muslim_3811', 'muslim_3834', 'muslim_6746']"
C0651,"আল্লাহ বলেছেন, রাসূলুল্লাহ (সা.) মুজদালিফায় পৌঁছে মাগরিব ও ইশার নামাজ আদায় করেছেন একসাথে, এবং এর মধ্যে কিছুই পড়েননি।","['muslim_3099', 'muslim_2951', 'muslim_3101', 'muslim_5947', 'muslim_3111']",bukhari_6791,"['bukhari_6791', 'muslim_2410', 'muslim_471', 'muslim_7440', 'muslim_6531', 'muslim_3514', 'muslim_6970', 'bukhari_158', 'muslim_495', 'muslim_5962']"
C0652,"কুরাইশ আমাকে রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) এর কাছে পাঠিয়েছিল। আমি যখন তাঁকে দেখলাম, তখন আমার মনে ইসলাম প্রবাহিত হলো এবং আমি বললাম, ""হে রাসূল, আমি আর তাদের কাছে ফিরে যাব না।"" রাসূল (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বললেন, ""আমি প্রতিশ্রুতি ভঙ্গ করি না, তবে তুমি ফিরে যাও। যদি তোমার মনে সত্যিই ইসলাম গ্রহণের ইচ্ছা থাকে, তবে ফিরে আসো।"" এরপর আমি ফিরে এসে ইসলাম গ্রহণ করলাম।","['muslim_4264', 'muslim_147', 'muslim_4678', 'muslim_6396', 'muslim_4622']",bukhari_5396,"['bukhari_5396', 'bukhari_4545', 'bukhari_3322', 'bukhari_2432', 'muslim_1985', 'muslim_514', 'bukhari_415', 'bukhari_1923', 'bukhari_5704', 'bukhari_4393']"
C0653,"নবী মুহাম্মদ (সা.) যখন তার পরিবারের বিছানায় নামাজ পড়ছিলেন, তখন তার সামনে একটি জানাজা চলে যায়।","['bukhari_383', 'bukhari_515', 'muslim_1140', 'muslim_1141', 'bukhari_384']",bukhari_1073,"['bukhari_1073', 'muslim_6970', 'muslim_575', 'muslim_5979', 'muslim_495', 'bukhari_5984', 'bukhari_241', 'muslim_5848', 'bukhari_6505', 'muslim_3265']"
C0654,"নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন যে, আমাদের সাতটি অঙ্গের উপর সিজদা করতে হবে এবং কাপড় বা চুলের কোন অংশ তুলে ধরতে হবে না।","['bukhari_810', 'muslim_1096', 'bukhari_816', 'bukhari_809', 'muslim_1098']",muslim_6746,"['muslim_6746', 'muslim_4034', 'muslim_3876', 'muslim_5964', 'bukhari_3322', 'muslim_1985', 'muslim_2822', 'muslim_3671', 'muslim_1280', 'bukhari_7040']"
C0655,"একজন ব্যক্তি নবী মুহাম্মদ (সা.)-এর ঘরের একটি গর্ত থেকে উঁকি দিয়েছিলেন, তখন নবী (সা.) তাঁর মাথা চুলকাচ্ছিলেন। নবী (সা.) বললেন, ""যদি জানতাম তুমি দেখছো, তাহলে আমি তোমার চোখে আঘাত করতাম, কারণ কান চোখের দিকে নির্দেশিত।""","['bukhari_5924', 'muslim_5638', 'muslim_5639', 'bukhari_6241', 'bukhari_6901']",bukhari_6505,"['bukhari_6505', 'bukhari_5984', 'bukhari_1073', 'bukhari_5032.2', 'bukhari_255', 'muslim_575', 'muslim_281', 'bukhari_6798', 'bukhari_1162', 'bukhari_2526']"
C0658,"আমি শুনেছি যে রাসূলুল্লাহ (সা.) বলেছেন, একবার তিনি কিছু সময়ের জন্য ওহী থেকে বিরত ছিলেন এবং যখন তিনি হাঁটছিলেন, তখন তিনি ভয় পেয়ে মাটিতে পড়ে গিয়েছিলেন। এরপর আবার ওহী আসতে শুরু করে।","['muslim_407', 'muslim_406', 'bukhari_4926', 'bukhari_3238', 'bukhari_6214']",bukhari_6145,"['bukhari_6145', 'muslim_6970', 'bukhari_1073', 'muslim_471', 'bukhari_6791', 'muslim_4866', 'bukhari_6505', 'bukhari_241', 'bukhari_5084', 'muslim_1849']"
C0659,"আমি শুনেছি যে, উমর (রা) নবী (সা) কে জিজ্ঞেস করেছিলেন, যদি কেউ জান্নাতের অবস্থায় থাকে তাহলে কি সে নামাজ পড়তে পারবে? নবী (সা) বলেছিলেন, হ্যাঁ, যদি সে ওজু করে।","['bukhari_289', 'muslim_703', 'bukhari_287', 'muslim_699', 'muslim_824']",bukhari_6145,"['bukhari_6145', 'bukhari_3994', 'bukhari_1073', 'bukhari_6505', 'bukhari_5984', 'bukhari_4805', 'bukhari_6997', 'muslim_618', 'bukhari_6791', 'bukhari_1162']"
C0660,"রাসূলুল্লাহ (সা.) বলেছেন যে, যাকাতের জন্য উট ও ভেড়ার নির্দিষ্ট পরিমাণ নির্ধারণ করা হয়েছে। উটের ক্ষেত্রে, ৫টি উটের জন্য ১টি ভেড়া, ১০টির জন্য ২টি, এবং ২০টির জন্য ৪টি ভেড়া দিতে হবে।","['bukhari_1454', 'muslim_411', 'muslim_4837', 'bukhari_6959', 'bukhari_1453']",bukhari_5475,"['bukhari_5475', 'muslim_4866', 'muslim_6970', 'muslim_6794', 'muslim_7130', 'bukhari_6791', 'muslim_6521', 'muslim_3478', 'bukhari_3198', 'muslim_5795']"
C0664,"রাসূলুল্লাহ (সা.) বলেছেন, যখন তিনি জোহরের নামাজে কোরআন পাঠ করছিলেন, তখন তিনি জানতে চাইলেন, ""আপনারা কি কেউ আমার সাথে পাঠ করেছেন?"" একজন ব্যক্তি উত্তর দিল, ""হ্যাঁ, হে রাসূলullah!"" তখন রাসূল (সা.) বললেন, ""আমি কোরআনের সাথে প্রতিযোগিতা করতে চাই না।"" এরপর থেকে মানুষ রাসূল (সা.) এর সাথে উচ্চস্বরে নামাজে পাঠ করা থেকে বিরত থাকল।","['muslim_6121', 'muslim_4669', 'muslim_7356', 'muslim_1562', 'muslim_3231']",bukhari_4545,"['bukhari_4545', 'bukhari_4957', 'bukhari_3322', 'muslim_483', 'muslim_1985', 'bukhari_4923', 'bukhari_3266', 'bukhari_5726', 'muslim_1279', 'bukhari_2626']"
C0666,"আমি শুনেছি যে, আয়েশা (রা.) বলেছেন, নবী (সা.) আব্দুল্লাহ ইবন মাসউদকে দ্রুত ইফতার ও নামাজ আদায় করতে পছন্দ করতেন, আর আবু মুসা ছিলেন তার বিপরীত।","['muslim_2556', 'muslim_2557', 'muslim_5703', 'muslim_936', 'muslim_6771']",muslim_495,"['muslim_495', 'muslim_2410', 'bukhari_5257', 'muslim_3834', 'muslim_3265', 'muslim_3514', 'bukhari_3595.2', 'bukhari_6791', 'muslim_7440', 'muslim_5979']"
C0667,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, যখন আল্লাহর কাছে কিছু চাইতে যাবো, তখন বলবো, ""হে আল্লাহ, আমাকে ক্ষমা করো, আমাকে রহমত দাও, আমাকে সুস্থ রাখো এবং আমাকে রিজিক দাও।"" তিনি চারটি আঙ্গুল একত্রিত করতে বলেছেন, শুধু আঙুলের ডগা নয়, কারণ এগুলো আমাদের ধর্ম ও দুনিয়ার জন্য গুরুত্বপূর্ণ।","['muslim_6851', 'muslim_6850', 'muslim_6849', 'muslim_6848', 'muslim_6406']",muslim_857,"['muslim_857', 'muslim_3265', 'muslim_575', 'bukhari_6996', 'muslim_3811', 'muslim_3509', 'muslim_5623', 'bukhari_5257', 'muslim_3468', 'bukhari_7435']"
C0670,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, আমি তোমাদের জন্য মিসওয়াক ব্যবহারের গুরুত্ব সম্পর্কে অনেক কথা বলেছি।","['bukhari_888', 'muslim_6405', 'muslim_5656', 'muslim_1783', 'muslim_7425']",muslim_6746,"['muslim_6746', 'muslim_434', 'bukhari_297', 'muslim_495', 'bukhari_3322', 'muslim_3671', 'bukhari_284', 'muslim_1985', 'muslim_483', 'bukhari_4545']"
C0674,"নবী (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) বলেছেন, কিয়ামতের দিন আল্লাহ সবচেয়ে কম শাস্তি পাওয়া মানুষের কাছে বলবেন, ""যদি তোমার কাছে পৃথিবীর সমস্ত কিছু থাকতো, তুমি কি তা দিয়ে মুক্তি পেতে চাইতে?"" সে বলবে, ""হ্যাঁ।"" আল্লাহ তখন বলবেন, ""আমি তোমার কাছে এর চেয়েও সহজ কিছু চেয়েছিলাম, যখন তুমি আদমের পাঁজরে ছিলে, তা হলো আমার সঙ্গে কিছু না শেয়ার করা, কিন্তু তুমি তাও মানলে না।""","['bukhari_6557', 'muslim_7083', 'bukhari_3334', 'muslim_7085', 'muslim_451']",bukhari_6996,"['bukhari_6996', 'muslim_483', 'bukhari_1923', 'muslim_434', 'bukhari_6489', 'bukhari_6056', 'bukhari_717', 'bukhari_5726', 'bukhari_5984', 'bukhari_5757']"
C0676,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, ""মুহাম্মদ এবং তাঁর পরিবারের উপর এমনভাবে সালাত পাঠাও, যেমন তুমি ইবরাহিমের উপর সালাত পাঠাও।""","['muslim_911', 'muslim_907', 'muslim_908', 'bukhari_4798', 'bukhari_4797']",bukhari_6145,"['bukhari_6145', 'muslim_1371', 'muslim_2762', 'muslim_6996', 'muslim_1849', 'muslim_1148', 'muslim_990', 'muslim_764', 'muslim_6653', 'muslim_5118']"
C0677,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.) বলেছেন, মদিনার লোকেরা যুহালিফা থেকে, শামের লোকেরা জুহফা থেকে এবং নাজদের লোকেরা কুরন থেকে ইহরাম বাঁধবে। এছাড়া, ইয়েমেনের লোকেরা ইয়ালমলম থেকে ইহরাম বাঁধবে।","['muslim_2805', 'bukhari_1525', 'muslim_2806', 'bukhari_133', 'bukhari_1528']",bukhari_4545,"['bukhari_4545', 'muslim_495', 'bukhari_4923', 'bukhari_7395', 'bukhari_5681', 'muslim_434', 'muslim_483', 'bukhari_6459', 'bukhari_5257', 'bukhari_518']"
